DANH SÁCH TÀI LIỆU SỐ - THƯ VIỆN QNU;;;;;;;;;;;;;
STT;Tiêu đề;Tác giả;Tác giả phụ;Năm xuất bản;Nhà xuất bản;Chủ đề;Chuyên ngành;Học phần;Loại tài liệu;Kiểu tài liệu;Ngôn ngữ;Link URL;Ghi chú
93;Accounting Information Systems: Controls and Processes;Leslie Turner, Andrea Weickgenant, Mary Kay Copeland;;2016;Wiley;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=52;KHÔNG CÓ FILE
94;Accounting Information Systems: Controls and Processes;Leslie Turner, Andrea Weickgenant, Mary Kay Copeland;;2016;Wiley;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=52;KHÔNG CÓ FILE
95;Accounting Information Systems: Controls and Processes;Leslie Turner, Andrea Weickgenant, Mary Kay Copeland;;2016;Wiley;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=52;KHÔNG CÓ FILE
96;Applied SOA: Service-Oriented Architecture and Design Strategies;Michael Rosen, Boris Lublinsky, Kevin T. Smith, Marc J. Balcer;;2012;John Wiley & Sons;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=53;CÓ FILE
97;Computer Networks (5th edition);Andrew S. Tanenbaum;;2010;Pearson;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=54;KHÔNG CÓ FILE
98;Data Visualization: Principles and Practice, Second Edition;Trần Thị Liên;;2014;A K Peters/CRC Press;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=55;KHÔNG CÓ FILE
99;Giáo trình Giáo dục học đại cương;Phạm Viết Vượng;;2017;NXB Đại học Sư phạm Hà Nội;Công tác xã hội;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=56;KHÔNG CÓ FILE
100;Giáo trình Giáo dục học đại cương;Phạm Viết Vượng;;2017;NXB Đại học Sư phạm Hà Nội;Công tác xã hội;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=56;KHÔNG CÓ FILE
101;Deep Learning;Ian Goodfellow, Yoshua Bengio, Aaron Courville;;2016;MIT Press;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/tai-lieu-so-81273-deep-learning.html;CÓ FILE
102;Fundamentals of C++ Programming;Richard L. Halterman;;2019;Southern Adventist University;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=58;KHÔNG CÓ FILE
103;Game development with Unity (2nd edition);Michelle Menard, Bryan Wagstaff;;2015;Cengage Learning PTR;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=59;KHÔNG CÓ FILE
104;Getting started with Open Source Software Development;IBM;;;;Công nghệ thông tin;;;;2010;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=60;KHÔNG CÓ FILE
105;Giáo trình Hệ điều hành phân tán;Hà Quang Thụy;;2010;;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=61;CÓ FILE
106;Giáo trình Hệ quản trị cơ sở dữ liệu;Trần Thiên Thành, Nguyễn Thị Tuyết, Nguyễn Thị Kim Phượng, Phan Đình Sinh;;2019;;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/tai-lieu-so-81274-giao-trinh-he-quan-tri-co-so-du-lieu.html;CÓ FILE
107;Giáo trình Kiểm thử phần mềm;Phạm Ngọc Hùng, Trương Anh Hoàng, Đặng Văn Hưng;;2014;ĐH Công Nghệ;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=63;CÓ FILE
108;Giáo trình Kỹ nghệ phần mềm;Nguyễn Văn Vỵ, Nguyễn Việt Hà;;2010;NXB Giáo dục;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=64;KHÔNG CÓ FILE
109;Implementing an Advanced Server InfrastructureExam 70- 414;Patrick Regan;;2014;Wiley;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=65;KHÔNG CÓ FILE
110;Installing and Configuring Windows Server 2016 Hands-on Lab Manual Guide: Step By Step Lab Exercises, Practical Guide;ProTechGurus;;2018;Independent Publishing;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=66;KHÔNG CÓ FILE
111;Introducing Data Science;Davy Cielen, Arno D. B. Meysman, Mohamed Ali;;2016;Manning;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=67;KHÔNG CÓ FILE
112;Linux Network Administrator’s Guide (3rd);Olaf Kirch, Terry Dawson;;2005;O'Reilly;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=68;KHÔNG CÓ FILE
113;Machine Learning cơ bản;Vũ Hữu Tiệp;;2019;;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=69;CÓ FILE
114;Phát triển hệ thống hướng đối tượng với UML 2.0 và C++;Nguyễn Văn Ba;;2008;NXB ĐHQG Hà Nội;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=70;KHÔNG CÓ FILE
115;"Pro C; 7: With .NET and .NET Core";Philip Japikse Andrew Troelsen;;2017;Apress;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=71;KHÔNG CÓ FILE
116;Speech and Language Processing;Daniel Jurasky, James H. Martin;;2019;Prentice Hall;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=72;KHÔNG CÓ FILE
117;Wireless Internet Handbook: Technologies, Standards, and Applications;Borko Furht, Mohammad Ilyas;;2003;Auerbach Publications;Công nghệ thông tin;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=73;KHÔNG CÓ FILE
118;Giáo trình Phương pháp đọc, kể diễn cảm thơ, truyện cho trẻ em lứa tuổi mầm non;Lê Thị Ánh Tuyết – Lã Thị Bắc Lý;;2011;NXB Giáo dục;Giáo dục mầm non;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=74;KHÔNG CÓ FILE
119;Giáo trình Phương pháp đọc, kể diễn cảm thơ, truyện cho trẻ em lứa tuổi mầm non;Lê Thị Ánh Tuyết – Lã Thị Bắc Lý;;2011;NXB Giáo dục;Giáo dục mầm non;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=74;KHÔNG CÓ FILE
120;Giáo trình Hành chính công;Nguyễn Ngọc Tiến;;2018;NXB Khoa học và kỹ thuật;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=75;KHÔNG CÓ FILE
121;Giáo trình Hành chính công;Nguyễn Ngọc Tiến;;2018;NXB Khoa học và kỹ thuật;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=75;KHÔNG CÓ FILE
122;Giáo trình Hành chính công;Nguyễn Ngọc Tiến;;2018;NXB Khoa học và kỹ thuật;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=75;KHÔNG CÓ FILE
123;Giáo trình Quản trị Kinh doanh Bảo hiểm;Nguyễn Văn Định;;2012;NXB Thống kê & ĐH Kinh tế Quốc dân;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=76;KHÔNG CÓ FILE
124;Giáo trình Quản trị Kinh doanh Bảo hiểm;Nguyễn Văn Định;;2012;NXB Thống kê & ĐH Kinh tế Quốc dân;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=76;KHÔNG CÓ FILE
125;Giáo trình Quản trị Kinh doanh Bảo hiểm;Nguyễn Văn Định;;2012;NXB Thống kê & ĐH Kinh tế Quốc dân;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=76;KHÔNG CÓ FILE
126;Market Leader;David Cotton, David Falvey, Simon Kent;;2011;NXB Văn hóa – Thông tin;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=77;KHÔNG CÓ FILE
127;Market Leader;David Cotton, David Falvey, Simon Kent;;2011;NXB Văn hóa – Thông tin;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=77;KHÔNG CÓ FILE
128;Market Leader;David Cotton, David Falvey, Simon Kent;;2011;NXB Văn hóa – Thông tin;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=77;KHÔNG CÓ FILE
129;IELTS Graduation, Oxford;Allen, M., Powell, D., & Dolby, D.;;2007;UK: Macmillan;Ngôn ngữ Anh;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=78;KHÔNG CÓ FILE
130;Phương pháp tính;PGS. TS. Đinh Công Hướng (Chủ biên), PGS.TS. Phan Thanh Nam, TS. Lâm Thị Thanh Tâm, ThS. Huỳnh Kim Triển;;2019;;Toán ứng dụng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=80;KHÔNG CÓ FILE
131;Phương pháp tính;PGS. TS. Đinh Công Hướng (Chủ biên), PGS.TS. Phan Thanh Nam, TS. Lâm Thị Thanh Tâm, ThS. Huỳnh Kim Triển;;2019;;Toán ứng dụng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=80;KHÔNG CÓ FILE
132;Giáo trình kế toán công ty;TS. Nguyễn Ngọc Tiến (Chủ biên), ThS. Lê Thị Mỹ Kim;;2019;;Kế toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=81;KHÔNG CÓ FILE
133;Kế toán công ty;TS. Nguyễn Ngọc Tiến (Chủ biên), ThS. Lê Thị Mỹ Kim;;2019;;Kế toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=81;KHÔNG CÓ FILE
134;Quản lý môi trường;TS. Nguyễn Thị Diệu Cẩm (Chủ biên), ThS. Trần Thị Thu Hiền, ThS. Vũ Thị Kim Oanh;;2019;;Công nghệ kĩ thuật hóa học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=82;KHÔNG CÓ FILE
135;Quản lý môi trường;TS. Nguyễn Thị Diệu Cẩm (Chủ biên), ThS. Trần Thị Thu Hiền, ThS. Vũ Thị Kim Oanh;;2019;;Công nghệ kĩ thuật hóa học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=82;KHÔNG CÓ FILE
136;Quản trị dự án;TS. Phan Thị Quốc Hương (Chủ biên), ThS. Kiều Thị Hường, ThS. Nguyễn Hữu Trúc;;2019;;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=83;KHÔNG CÓ FILE
137;Quản trị dự án;TS. Phan Thị Quốc Hương (Chủ biên), ThS. Kiều Thị Hường, ThS. Nguyễn Hữu Trúc;;2019;;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=83;KHÔNG CÓ FILE
138;Quản trị dự án;TS. Phan Thị Quốc Hương (Chủ biên), ThS. Kiều Thị Hường, ThS. Nguyễn Hữu Trúc;;2019;;Tài chính ngân hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=83;KHÔNG CÓ FILE
139;Kế toán ngân hàng;PGS.TS. Trần Thị Cẩm Thanh (Chủ biên), ThS. Lê Vũ Tường Vy, ThS. Trần Thu Vân, TS. Trần Thị Vũ Tuyền;;2019;;Kế toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=84;KHÔNG CÓ FILE
140;Kế toán ngân hàng;PGS.TS. Trần Thị Cẩm Thanh (Chủ biên), ThS. Lê Vũ Tường Vy, ThS. Trần Thu Vân, TS. Trần Thị Vũ Tuyền;;2019;;Kế toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=84;KHÔNG CÓ FILE
141;Giáo trình Đại số tuyến tính;"Lê Thanh Hiếu (ch.b.); Ngô Lâm Xuân Châu";;2020;Trường Đại học Quy Nhơn;"Đại số tuyến tính; Giáo trình; Toán ứng dụng";Toán ứng dụng;Đại số tuyến tính;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=85;CÓ FILE
142;Ứng dụng công nghệ GNSS trong đo đạc địa chính;TS. Trương Quang Hiển;;2020;;Quản lý đất đai;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=86;KHÔNG CÓ FILE
143;Ứng dụng công nghệ GNSS trong đo đạc địa chính;TS. Trương Quang Hiển;;2020;;Quản lý đất đai;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=86;KHÔNG CÓ FILE
144;".NET toàn tập: Tập 1: C; căn bản và Visual studio .NET IDE";Dương Quang Thiện;;2005;TH Tp. HCM;Xây dựng ứng dụng Web với .NET;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=87;KHÔNG CÓ FILE
145;".NET toàn tập: Tập 2: C; và .NET Framework";Dương Quang Thiện;;2005;TH Tp. HCM;Xây dựng ứng dụng Web với .NET;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=88;KHÔNG CÓ FILE
146;".NET toàn tập: Tập 3: Lập trình giao diện người dùng theo C; .NET toàn tập: Tập 3: Lập trình giao diện người dùng theo C";Dương Quang Thiện;;2005;TH Tp. HCM;Xây dựng ứng dụng Web với .NET;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=89;KHÔNG CÓ FILE
147;100 ý tưởng PR tuyệt hay;"Blythe; Jim";;2013;Trẻ;QT;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=90;KHÔNG CÓ FILE
148;22 quy luật bất biến trong xây dựng thương hiệu;"Ries; Al";;2013;Lao động - Xã hội;Quản trị TH;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=91;KHÔNG CÓ FILE
149;268 sơ đồ kế toán doanh nghiệp;Võ Văn Nhị;;2010;Lao động;KTHCSN;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=92;KHÔNG CÓ FILE
150;450 tình huống kế toán tài chính;Võ Văn Nhị;;2010;Tài chính;Kế toán tài chính;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=93;KHÔNG CÓ FILE
151;450 tình huống kế toán tài chính;Võ Văn Nhị;;2010;Tài chính;Kế toán tài chính;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=93;KHÔNG CÓ FILE
152;Ăn và uống của người Việt;Vũ Ngọc Khánh;;2012;Nxb. Hà Nội;Quản trị món ăn;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=94;KHÔNG CÓ FILE
153;Bài giảng kinh tế lượng;Nguyễn Quang Dong;;2008;Giao thông vận tải;Kinh tế lượng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=95;KHÔNG CÓ FILE
154;Bài tập - bài giải quản trị dự án hiện đại;Nguyễn Văn Dung;;2010;Tài chính;Quản trị dự án;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=96;KHÔNG CÓ FILE
155;Bài tập Di truyền;Nguyễn Minh Công;;2009;Giáo dục;Di truyền học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=97;KHÔNG CÓ FILE
156;Bài tập kiểm toán;"Trần Thị Giang Tân (CB); các tác giả khác";;2011;Lao động - Xã hội;Kiểm toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=98;KHÔNG CÓ FILE
157;Bài tập Kiểm toán căn bản;Trần Phước;;2011;Phương Đông;Kiểm toán cơ bản;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=99;KHÔNG CÓ FILE
158;Bài tập Kiểm toán nâng caoa;Trịnh Quốc Hùng;;2011;Phương Đông;Kiểm toán NC;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=100;KHÔNG CÓ FILE
159;Bài tập môn Quản trị sản xuất và tác nghiệp;Đặng Minh Trang;;2005;Thống kê;Quản trị sản xuất;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=101;KHÔNG CÓ FILE
160;Bài tập Quản trị sản xuất và tác nghiệp;Trần Đức Lộc;;2009;Tài chính;Quản trị sản xuất;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=102;KHÔNG CÓ FILE
161;Bài tập quản trị tác nghiệp;Nguyễn Đình Trung;;2011;ĐHKT Quốc dân;Quản trị sản xuất;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=103;KHÔNG CÓ FILE
162;Bài tập thực hành kế toán;Trịnh Quốc Hùng;;2010;Phương Đông;Kế toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=104;KHÔNG CÓ FILE
163;Bài tập thực hành kế toán;Trịnh Quốc Hùng;;2010;Phương Đông;Kế toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=104;KHÔNG CÓ FILE
164;Bài tập Tin học đại cương;"Trần Đình Khang; các tác giả khác";;2012;Bách Khoa;Tin học cơ sở;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=105;KHÔNG CÓ FILE
165;Bài tập và bài giải kế toán quản trị;Huỳnh Lợi;;2010;Thống kê;Kế toán quản trị;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=106;KHÔNG CÓ FILE
166;Bài tập và bài giải kế toán quản trị;Huỳnh Lợi;;2010;Thống kê;Kế toán quản trị;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=106;KHÔNG CÓ FILE
167;Bài tập và bài giải Kiểm toán đại cương;Nguyễn Phú Cường;;2010;Giao thông vận tải;Kiểm toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=107;KHÔNG CÓ FILE
168;Bài tập và bài giải nguyên lý kế toán;Phan Đức Dũng;;2007;Thống Kê;Nguyên lý kế toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=108;KHÔNG CÓ FILE
169;Bài tập và bài giải nguyên lý kế toán;Phan Đức Dũng;;2007;Thống Kê;Nguyên lý kế toán;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=108;KHÔNG CÓ FILE
170;Báo cáo tài chính và phân tích tài chính doanh nghiệp;Phạm Văn Dược;;2010;Giao thông vận tải;Tài chính doanh nghiệp;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=109;KHÔNG CÓ FILE
171;Bảo hộ chỉ dẫn địa lý Việt Nam trong điều kiện hội nhập kinh tế quốc tế;Lê Thị Thu Hà;;2011;TTTT;Quản trị TH;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=110;KHÔNG CÓ FILE
172;Bí quyết gây dựng cơ nghiệp bạc tỷ;"Khoo; Adam";;2011;Phụ nữ;QTKD;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=111;KHÔNG CÓ FILE
173;Bí quyết thuyết trình của Steve Jobs;"Gallo; Carmine";;2011;Tổng hợp Tp.HCM;Tham khảo;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=112;KHÔNG CÓ FILE
174;Bố cục kiến trúc công trình công nghiệp;Nguyễn Nam;;2011;Xây dựng;Kiến trúc;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=113;KHÔNG CÓ FILE
175;Các bài tập lập trình VB. NET. Tập 1;Nguyễn Văn Hoài;;2005;Thống kê;Ngôn ngữ lập trình;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=114;KHÔNG CÓ FILE
176;Các kỹ xảo lập trình với Microsoft Visual Basic và Borland Delphi: Giáo trình lý thuyết và bài tập;Lê Hữu Đạt;;2000;Giáo dục;Ngôn ngữ lập trình;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=115;KHÔNG CÓ FILE
177;Cách hoạch định và thực thi chiến lược;;;2007;Tổng hợp Tp. HCM;Quản trị chiến lược;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=116;KHÔNG CÓ FILE
178;Cẩm nang an toàn sinh học phòng thí nghiệm;Tổ chức Y tế Thế giới;;2004;;SH;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=117;KHÔNG CÓ FILE
179;Cẩm nang nghiệp vụ tiếp thị du lịch và quy định pháp luật mới về kinh doanh du lịch, nhà hàng, khách sạn;Trần Ngọc Nam;;2009;Lao động - Xã hội;Luật du lịch Việt Nam và quốc tế;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=118;KHÔNG CÓ FILE
180;Cẩm nang quản lý mối quan hệ khách hàng;"Dyché; Jill";;2010;Tổng hợp Tp. HCM;Quản trị quan hệ khách hàng;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=119;KHÔNG CÓ FILE
181;Cẩm nang thuật toán: Ứng dụng và cài đặt bằng C;Nguyễn Phúc Trường Sinh;;2002;Thống kê;Ngôn ngữ lập trình;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=120;KHÔNG CÓ FILE
182;Căn bản thiết kế Web: HTML, Javascript, ASP;Hồ Hoàng Triết;;2002;Thống kê;Xây dựng ứng dụng Web với .NET;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=121;KHÔNG CÓ FILE
183;Cấu tạo kiến trúc và chọn hình kết cấu;Nguyễn Đức Thiềm;;;Xây Dựng;Kiến trúc;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=122;KHÔNG CÓ FILE
184;Chế độ kế toán áp dụng cho đơn vị chủ đầu tư trong các đơn vị hành chính sự nghiệp;Đặng Thái Hùng;;2013;Tài chính;KTHCSN;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=123;KHÔNG CÓ FILE
185;Chế độ kế toán doanh nghiệp;Bộ Tài chính;;;GTVT;Kế toán tài chính;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=124;KHÔNG CÓ FILE
186;Chế độ kế toán doanh nghiệp;Bộ Tài chính;;;GTVT;Kế toán tài chính;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=124;KHÔNG CÓ FILE
187;Chế độ kế toán hành chính sự nghiệp 2011;;;2011;Tài chính;Kế toán tài chinh;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=125;KHÔNG CÓ FILE
188;Chế độ kế toán hành chính sự nghiệp 2011;;;2011;Tài chính;Kế toán tài chinh;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=125;KHÔNG CÓ FILE
189;Chế độ tài chính doanh nghiệp - Q1;Bộ tài chính;;2010;Giao thông vận tải;TCDN;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=126;KHÔNG CÓ FILE
190;Chiến lược cạnh tranh;"Porter; Michael E";;2011;Trẻ;Quản trị chiến lược;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=127;KHÔNG CÓ FILE
191;Chiến lược và chính sách kinh doanh;Nguyễn Thị Liên Diệp;;2008;Lao động - xã hội;Quản trị chiến lược;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=128;KHÔNG CÓ FILE
192;Chiếu sáng trong kiến trúc;Phạm Đức Nguyên;;2011;Khoa học và kỹ thuật;Kiến trúc;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=129;KHÔNG CÓ FILE
193;Chủ doanh nghiệp và chức năng quản lý nguồn nhân lực: Quản trị nguồn nhân lực trong các doanh nghiệp vừa và nhỏ;Vũ Văn Tuấn;;;Nxb trẻ;Quản trị nhân sự;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=130;KHÔNG CÓ FILE
194;Chú giải di truyền học;Đỗ Lê Thăng;;2010;Giáo dục Việt Nam;Di truyền học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=131;KHÔNG CÓ FILE
195;Cơ sở di truyền học;Lê Đình Lương;;;Giáo Dục;Công nghệ sinh học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=132;KHÔNG CÓ FILE
196;Cơ sở hóa sinh;Trịnh Lê Hùng;;2009;GDVN;Hóa sinh học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=133;KHÔNG CÓ FILE
197;Cơ sở sinh học phân tử;"Lê Duy Thành; các tác giả khác";;2009;Giáo dục;SH;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=134;KHÔNG CÓ FILE
198;Cơ sở thủy sinh học;Đặng Ngọc Thanh;;2007;Khoa học Tự nhiên và Công nghệ;SH;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=135;KHÔNG CÓ FILE
